"","x"
"RT @kanekos69: TO TEΛΕΥΤΑΙΟ ΤΟΥΙ ΠΡΙΝ ΤΟΝ ΣΥΛΛΑΒΟΥΝ ----&gt; @J_tsar We are on a boat to nowhere",3
"RT @kanekos69: ΚΑΡΑΔΙΠΛΗΣ --------&gt; @J_tsar Who do I have to blow to get more followers in here?",4
"RT @KarinaMarieRuiz: “@J_tsar: We postin' http://t.co/sjwDk1OZUb” his friends car says terrorist #1 on the license plate?",10
"RT @KarinaMarieRuiz: His license plate says terrorist #1...... Look closely. 
“@J_tsar: Place your bets http://t.co/1QJySRS1GR”",3
"RT @KarlDDawson: This -&gt; @J_tsar is the Boston Bomber suspect's twitter account!!, Read back on his tweet's!, madness!!! #CrayMoFo",12
"RT @KarlGemanil: I feel so bad for @J_tsar I just wanna kill the MONSTERS that did this to him! #JusticeForJahar #TroyCrossleyTruth",4
"RT @karolinamoureir: o @j_tsar, vamos esquecer que ele é terrorista por um minuto pra eu poder dizer que ele é pegável, sem ser criticada.",3
"RT @katelynexo: give me all your reasoning why  @J_tsar  isn't innocent &amp; I'll still make thru a disagreement why he IS innocent. Your …",3
"RT @katelynexo: So because the news told you @J_tsar is a suspect you all hate him ? but as soon as he is innocent you'll all feel stupid..…",21
"RT @katierogers: Friends of @j_tsar are locking up their Twitter accounts at a rapid pace.",3
"RT @katyaest: The media shows whatever they want the world to see, they make fake stories &amp; hide the truth. Without evidence @J_tsar is…",8
"RT @KAYHAUZ: Omg the suspect from the Boston explosion has twitter: @J_tsar",3
"RT @KDX125: “@ABC: … Dzhokhar Tsarnaev’s twitter account appears to be @J_tsar”",15
"RT @KecoJones_: Hi @J_tsar i am from Boston and i have to thank you.",3
"RT @kelseyholtz: I don't think ""terrorists"" tweet like this. I still think he's innocent : @J_tsar",3
"RT @KemetLambert12: “@J_tsar: Most of you are conditioned by the media” http://t.co/zqmHL1TYVo",5
"RT @KenishaFey: ""@efkhan #Boston attack was a false flag. RT.  @J_tsar http://t.co/vkZes4bRnH""",4
"RT @kentonjacobsen: The alleged twitter account of Dzhokhar Tsarnaev, @J_tsar has 42K followers, up from 120 before the bombing. WHY ARE PE…",15
"RT @KeturahColley: Dzhokhar Tsarnaev (@J_tsar) is alive and arrested i would love to hear why he did this. Seriously",3
"RT @kevinbrueck: Hey, @J_tsar I hope you like Immensely Engorged Dicks (IED's) in your ass. Enjoy prison life scumbag. #BPD wins. You lose.",4
"RT @KevinHart2ReaI: Sandusky gonna have a good time with you @J_tsar",266
"RT @kevinnquinn: this nigga @J_tsar is in custody now. he was hiding on a boat. lol",4
"RT @KeyaMorgan: The Boston bomber's twitter account is @J_tsar and still tweeting after the bombs. It was verified by the media, his friend…",22
"RT @KeyaMorgan: Wow, the Boston bomber has a twitter account and it is @J_tsar Why did you do it? Killing children &amp; unarmed people is …",4
"RT @khanartiste: Inna lillahi wainna ilayhi rajioon - for @J_tsar 's brother. Never disrespect the dead; innocent or guilty.",4
"RT @KickNaffrey: People wonder why @J_tsar would run if he was innocent. Oh I'm sorry. If 99% of Americans though you were a terrorist, you…",9
"RT @Kid_Wavyy: @J_tsar  ur phones off?",3
"RT @Kid_Wavyy: @J_tsar fam im ripping my hair out right now please get this fuckboy to come here",3
"RT @KidComeUp: “@mmariie__: @J_tsar wearing his backpack after the explosion. Proof he is innocent #JusticeForJahar http://t.co/0qibJ5LOgO”…",5
"RT @KiddChris: “@J_tsar: I'm a stress free kind of guy” - ARE YA SURE?",3
"RT @KILLSemaj: U GONNA BE HIS BITCH IN JAIL THO RT @J_tsar: Keep max b in jail",3
"RT @KimmoKukkola: Katselin juuri #CNN uutisia ja näyttivät toisen #Boston:in pommiveljeksen twiittejä viime päiviltä eli käyttäjä @J_tsar o…",3
"RT @Kingjaffejo_NYK: And then your brother gets shot up, and now you're on the run.. lol RT @J_tsar: I'm a stress free kind of guy",3
"RT @KingTrueThor: @J_tsar hope this warms your souls
@Dzhokhar_A http://t.co/o94wPycoqB",6
"RT @Kismet97: @ferdoww or @J_tsar !? http://t.co/G0XCwWQThg",3
"RT @kissmyasshleyxo: Idk man, maybe @j_tsar didn't do it. What kind of terrorist posts pictures of cats, bumble bees and sunsets?",6
"RT @KoreyCamargo: ""@FreeJahar_: The leaked photo of @J_Tsar in the hospital. Extremely sad. Free @J_Tsar #freejahar #FreeDzhokhar http://t.…",21
"RT @KosukeGoto2013: ボストン爆破テロ事件で、身柄を確保されたジョハル・ツァルナエフ容疑者(19)のTwitterアカウントは　@J_tsar　Dzhokhar Tsarnaev Tweets: Read Alleged Tweets By Suspect h…",3
"RT @Krispin_Wah: @J_tsar see you soon ;)",6
"RT @KrisSanchez: And @J_tsar's last tweet was ""I'm a stress free kind of guy.""",39
"RT @KrisSanchez: Hey, @J_tsar if you're gonna just chill on that boat, you may as well tweet your last thoughts.",111
"RT @KSIOlajidebt: Ladies and Gentleman...We Got Him @J_tsar",114
"RT @KuntyeWest: Mama I'm in love with a criminal @J_tsar",5
"RT @KuntyPerry: RT @J_tsar: Goodbye Mother Monster! Paws up forever!",4
"RT @kvh4u: Thank God @J_tsar the Massachusetts bomber is in custody an it's over! #BostonManhunt http://t.co/xjvlYviWNf",3
"RT @kyeslam: ""معظمكم موهوم من قبل الاعلام..""

-حساب الارهابي الي تم القبض عليه في #تفجيرات_بوسطن

RT @J_tsar: Most of you are conditioned b…",3
"RT @kylegotjokes: His plate say terrorist #1 WTF????? RT “@J_tsar: Place your bets http://t.co/x3XUT7nkCj”",33
"RT @kylegotjokes: I just checked your TL n u don't have terrorist swag, u be takin pics of cats n shit @J_tsar",11
"RT @kylegotjokes: Naw ain't no way u bombed them people RT “@J_tsar:  the furious 5”",20
"RT @kylegotjokes: Naw ain't no way you were a terrorist RT “@J_tsar: We're best friends already, fuck my allergies tho http://t.co/v27VOesM…",29
"RT @kylegotjokes: RIP RT “@J_tsar: I'm a stress free kind of guy”",3
"RT @kzrtsv: Если судить по примеру @J_tsar, то появляется ещё один способ стать популярным тысячником: устроить теракт.",5
"RT @LA_OWL: you know whats weird? in the pictures, talerman had a grey backpack and @J_tsar a white one, but the one shown by the media is …",4
"RT @LahVo: scroll down @J_tsar &amp; click on his friends twitters. Read what they have to say and tell me he's not being framed. Even his …",3
"RT @lamepayne: ""@J_tsar: I'm a stress free kind of guy"" do u consider bombing stress free",7
"RT @laprincesa22611: @TroyCrossley And The Grammy Goes To: The Fake Actors That Help Set Up @J_tsar.. #TroyCrossleyTruth #noproof #FollowNo…",6
"RT @Larbi_org: La lecture de @J_tsar est troublante. Un ado si normal sur twitter!",4
"RT @LeeDawg_: Just lurked @J_tsar tweets, he honestly seems like a regular teen &amp; not a bomber. I strongly believe his brother influenc…",30
"RT @LeenaDosky: @J_tsar http://t.co/0YTDaOa6Om",11
"RT @LeonelaEspinal: The bomber was a Max b fan ",14
"RT @Lesdinly: If I was rich I would pay for @J_tsar's real lawyer; Not a public defender. #MirandaRights #JudgeMe  'Innocent till proven ot…",10
"RT @Lesdinly: RFTTT""@JoshuaGreen_81: If @J_tsar dies, this whole thing is a conspiracy. I'm dying to know what this man has to say.""",3
"RT @liamissouri: I wonder if people hate me because I think @j_tsar is innocent. I seriously think someone framed him.. There's not enough …",8
"RT @Liberationtech: .@J_tsar appears to be Twitter handle of Marathon bombing suspect http://t.co/QyQlwqWe3i",4
"RT @LionelTunisiano: #Boston suspect @j_tsar is innocent &amp; this's the proof ! 
#FBI http://t.co/DhRiQsdu61",42
"RT @lizzy_brauer: The police are asking @j_tsar questions like he is already guilty. I haven't seen proof that he is. Innocent till proven …",3
"RT @LKRGIRL: Why are people following one of the Boston marathon bombing suspects  @J_tsar??? Smfh",6
"RT @LNYHBTkid: Huh. Said the terrorist: RT@J_tsar: I don't argue with fools who say islam is terrorism it's not worth a thing, let an idiot…",4
"RT @LoganCTashea: “@J_tsar: Five hundred twenty five thousand six hundred minutes”can we take a minute and acknowledge that the Boston bomb…",4
"RT @Logeib3: “@erik83nba: @TroyCrossley @J_tsar Hold on Dzhokar...so sad from italy :( This is nazism!!! http://t.co/qvxto8u2eQ”/Al parecr …",3
"RT @Londonandreams: Dzhokhar Tsarnaev tweeted this after the bombing, according to CNN. “@J_tsar: Ain't no love in the heart of the city, s…",3
"RT @lonniebelle: @RoseFantilanan1 @J_tsar @TroyCrossley they didn't even have black backpacks. They were set up http://t.co/ZP9yaPV1Jw",14
"RT @LouisFromTexas: I'd follow The Boston Massacre 2k13 villain , @J_tsar , but he won't be tweeting for awhile.",4
"RT @lovely_Yela: #FreeJahar Movement he's innocent regardless, the government kills is more each day , we should arrest them not @J_tsar",5
"RT @MaciKorfhage: “@J_tsar:Imagine how reckless their weekend is going to be in #Louisville” exactly why Im scared to go to thunder. #bette…",3
"RT @MAFALSH: حساب الشيشاني #جوهر_تسارناييف  المشتبه : @J_tsar  بـ #انفجار_بوسطن وصورة شقيقة القتيل http://t.co/TMPMK1aHwu والده: قتلوا ابني…",5
"RT @mafaz55: O Allah, help innocents!!! As you know well! @j_tsar @TroyCrossley @xXjungaXx #FreeJahar #TroyCrossleyTruth",3
"RT @MahnoorSShaikh: I don't think @j_tsar is the guy behind the bombings. God please help him and his family if he is innocent!",9
"RT @MaIenyyy: “@J_tsar: @/therealAbdul_ boston marathon isn't a good place to smoke tho” 

oh. my. god. This was back in AUGUST 2012.",4
"RT @mailloua: Not gonna lie, the suspected #bostonbombing guy @J_tsar's tweets don't sound like someone who planned on a mass killing of in…",7
"RT @MainatJM: El detingut de Boston!  Autèntic! RT @J_tsar: Буду погибать мaлодым",11
"RT @MakeeYourselff: Fucked up that this country would frame you like this
@J_tsar @TroyCrossley #TroyCrossleyTruth http://t.co/WNy2LX1WGi",10
"RT @Maledaili: هذا حساب المتهم في تفجيرات بوسطن  @J_tsar",3
"RT @Males_Thoughts: So @J_tsar is the 2nd bomber? I'd put 100 bullets through your fucking head and burn your body. You're a worthless sack…",5
"RT @malkovichmusic: one of the Boston bomber's Twitter accounts: @J_tsar",4
"RT @manila_bulletin: The Boston bomber tried to comfort Boston after his attack: ""@J_tsar: Ain't no love in the heart of the city, stay saf…",6
"RT @Manolo_el_gallo: Si quieres tener mas de 80,000 fws en 1 dia, haz lo mismo que hizo @j_tsar y explota 1 maraton",4
"RT @mapleleavfes245: @TroyCrossley @j_tsar there are people like me who understand trust me this is insane.",3
"RT @Marc_MuFc1: Fox News just confirmed @J_tsar is the twitter of Boston bomber who is on the run . He has tweeted 14 times since the bomb …",5
"RT @Marc_MuFc1: Here is  @J_tsar old profile pic. Proof it's the Boston bombers real twitter account http://t.co/CoELKuvUO4",12
"RT @March_Baby_Eb: @Jessweetly @mapleleavfes245 @J_tsar @TroyCrossley I believe that because he wasn't truly american they called him a ""te…",3
"RT @maria_ivchik: читаю твиттер @J_tsar, вообще не верится, про сериалы пишет, няшности всякие. Да у меня в твиттере злобы и матов больше ч…",4
"RT @Mariam2998: Go Follow @TroyCrossley and Check Out His Tweets All He Says Is The Truth &amp; Proof That @J_tsar Is Innocent #Respect He'…",6
"RT @mariekehardy: I assume anybody else reading through Dzhokhar Tsarnaev's Twitter account (@J_tsar) will end up as confused as me. http:/…",171
"RT @mariesmith1981: @TroyCrossley  reading your tweets I now believe that @J_tsar is innocent stay safe they will b after u nxt &lt;3 from …",5
"RT @marijuanialI: “@J_tsar: I'm a stress free kind of guy” because bombing Boston is a stress free kind of thing",3
"RT @MartinJajou: “@J_tsar: Waking up at 5am every day” working on something big asshole?",4
"RT @masgraujudit1: @TroyCrossley Thanks for showing the World the evidence @J_tsar and his brother are innocent and everything was a set up!",8
"RT @mashable: This May Be the At-Large Boston Suspect's Twitter Account http://t.co/oXG1Z5IqYU @J_tsar",6
"RT @mashsocialmedia: This May Be the At-Large Boston Suspect's Twitter Account http://t.co/cAeRPSKDqT @J_tsar",4
"RT @masonredsox: Just thought I'd let you all know that @J_tsar is the account of the bomber. Enjoy.",5
"RT @Mat_Bentley: It's crazy how someone who seems so normal could do such damage to one town. “@J_tsar: It's a struggle out here http://t.c…",3
"RT @MattJackson13: @J_tsar And a dead kind of guy soon!",8
"RT @MattJackson13: @J_tsar Me &amp; my brother would love to SUPERKICK you in your brain many times.",7
"RT @Mattybirosh: "" INTERESTING - Makes you wonder what the #Truth really is - WATCH
@J_tsar @TroyCrossley #TroyCrossleyTruth http://t.co/w5…",41
"RT @Mattybirosh: hes innocent. RT""@Jessweetly: i don’t know @J_tsar is innocent or guilty when i look this pic http://t.co/7SoZUGKVBr""",5
"RT @MattyRadz: Yo @j_tsar come party at DeSales tonight. We won't tell anyone",3
"RT @mattzeigen: Wtf the second bomber's twitter is @j_tsar and he has 90k followers and tweets like a normal kid..legit what the fuck.....",3
"RT @maxberger: The remaining suspect's twitter RT @J_tsar: Most of you are conditioned by the media",8
"RT @mazzettam: questo è l'account che usava davvero @J_tsar l'attentatore o comunque lo sparatore di Boston in fuga. non sembra quello di u…",3
"RT @MCaruso_Cabrera: Suspect #2 kept tweeting after the bombing. @j_tsar.",6
